"";"banalfreq";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"reactivo";33;-0,4063;-0,0898;-0,251;-0,6444;-0,1786;0,692;0,4783;-0,2669
"selectivo";17;-0,466;-0,0463;-0,1293;0,7686;-0,092;0,7982;-1,1067;0,6165
"verificable";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;0,6114;-0,9208;0,3175
"virtuoso";22;-0,2169;-0,0599;0,4952;-0,4296;-0,1191;1,1368;-1,0226;0,5091
"cultivar";86;-0,4096;-0,2341;-0,6541;-0,3245;-0,4654;0,9995;-1,5585;1,7722
"florecer";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;0,6529;0,4456
"desarrollarse";41;0,6186;-0,1116;-0,3118;0,5705;0,3979;-0,3812;0,2774;-0,4074
"rompecabezas";14;0,2315;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-0,2234;0,3126
"compensar";18;1,0273;-0,049;1,4162;0,2558;-0,0974;-0,4292;0,4379;-1,4234
"individualmente";34;1,2658;0,7168;0,3481;0,3524;-0,184;0,9116;-0,8785;-0,9661
"ingenio";10;0,9156;-0,0272;-0,0761;0,4411;-0,0541;0,2678;-0,2604;-0,6219
"maximicen";14;-0,3838;-0,0381;0,6627;1,6677;-0,0758;-0,259;0,3956;-1,0102
"enemigo";17;-0,1422;0,9953;-0,1293;-0,332;-0,092;0,7982;-0,2741;-0,4623
"alinee";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;1,0241;-0,5615
"innegable";33;-0,4063;-0,0898;-0,251;-0,6444;0,4722;-0,8211;0,3311;1,286
"innumerable";21;0,8728;-0,0572;-0,1597;0,2139;-0,1136;0,2941;0,5756;-1,1468
"multidisciplinarios";21;-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;-1,0068;1,5783;0,3533
"bolivia";12;-0,329;-0,0327;0,7223;0,3798;-0,0649;0,4588;0,372;-0,8121
"océano";16;0,5917;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;1,0109;-0,2063
"impedimento";12;-0,329;-0,0327;0,7223;0,3798;-0,0649;-0,4476;-0,24;0,4456
"doce";22;0,4055;-0,0599;-0,1673;-0,4296;-0,1191;0,262;0,7058;-0,5023
"cobertura";23;1,9435;-0,0626;1,2223;-0,1357;-0,1245;-1,9061;0,591;-0,8807
"proveniente";40;-0,5395;-0,1089;0,8155;-0,3279;0,4061;-1,1824;1,3047;-0,3704
"progresivamente";31;-0,8498;-0,0844;-0,2358;-0,6054;-0,1678;0,3396;0,6491;0,4228
"dirigirse";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,4476;-0,24;0,7892
"espíritu";68;-0,2242;0,4596;1,512;-1,328;-0,368;1,4035;-0,3852;-0,8149
"inquieto";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;1,0789;-0,6219
"indagar";33;-0,9047;-0,0898;-0,251;-0,6444;0,4722;-0,3208;1,8297;-0,6248
"asombro";14;0,6782;1,0756;-0,1065;-0,2734;-0,0758;0,667;-0,2234;-1,0102
"integramos";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,7159
"legado";14;0,6782;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;-0,2234;0,9363
"home";51;-0,7623;-0,1388;-0,3879;1,6211;-0,276;-0,9923;-0,4811;1,4139
"recrear";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;1,5683;-0,4162
"especializar";29;0,5844;-0,079;1,0462;0,4359;-0,1569;-0,3805;-0,3048;-0,4249
"jasper";28;-0,7676;-0,0762;-0,213;-0,5468;-0,1515;-0,3471;1,0038;0,3857
"runwayml";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,667;1,0241;-1,0102
"superponer";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,4476;1,0452;-0,4162
"infografías";28;-0,7676;-0,0762;-0,213;-0,5468;-0,1515;-0,3471;1,3188;-0,2302
"colaborativos";50;-0,3949;-0,1361;0,234;-0,458;0,8947;-1,3;-0,4263;1,8126
"benítez";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;0,8316;0,3731
"nocomercial";30;-0,3519;-0,0817;1,0211;-0,5859;0,506;-0,6782;1,0082;-0,4719
"cc";66;-1,8093;0,47;1,5534;-0,3558;0,2513;-0,7748;0,7847;0,2943
"autorizar";67;-0,3895;-0,1824;0,9544;-0,6976;0,2471;0,9613;-0,3437;-0,4512
"maquetación";17;-0,1422;-0,0463;-0,1293;-0,332;-0,092;0,7982;0,3298;-0,4623
"203";24;-0,2491;-0,0653;1,1894;-0,4687;-0,1299;-0,7278;0,7174;-0,224
"exclusivo";78;-1,3542;-0,2124;-0,217;0,5869;-0,4221;0,3072;-0,782;1,6261
"respectivo";50;-0,3949;-0,1361;1,2509;0,7527;0,8947;-0,9483;0,528;-0,6017
"pedagogy";35;-0,4435;-0,0953;-0,2662;-0,6835;-0,1894;0,39;0,3473;0,5983
"isabel";24;-0,6579;-0,0653;-0,1825;-0,4687;-0,1299;-0,7278;1,3399;0,3948
"eduardo";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,3406;1,4437;-0,4016
"navarro";44;-1,2062;-0,1198;-0,3347;-0,8593;-0,2381;-1,0026;1,5976;0,6988
"detectores";20;-0,186;-0,0544;-0,1521;-0,3906;-0,1082;0,5864;-0,5169;0,6545
"angel";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,9945;1,0452;-0,4162
"mejía";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,6454;0,6391
"migración";33;1,3133;-0,0898;0,3576;-0,2434;-0,1786;0,4608;-1,0437;0,3381
"paz";62;-0,9973;-0,1688;1,6413;1,2623;-0,3355;0,4086;0,2742;-0,7449
"mónica";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,8119;0,2592;1,6875
"rivera";30;-0,8224;-0,0817;-0,2282;-0,2093;-0,1623;-1,6225;1,0082;0,953
"soto";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;-0,6236;1,356;0,3069
"transformadora";77;-0,8451;-0,2096;-0,2127;-1,5037;-0,4167;1,9907;-1,2444;1,2311
"241";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,9208;1,0923
"arena";13;-0,3564;1,1065;-0,0989;-0,2539;-0,0703;-0,2212;0,5087;-0,2392
"rv";45;-0,639;-0,1225;-0,3423;1,8696;0,3673;-1,0506;-0,7313;1,3689
"víctor";17;-0,466;-0,0463;-0,1293;-0,332;0,7192;-0,7486;1,2033;-0,2479
"teresa";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;1,2033;0,6165
"durán";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;-0,3214;1,5931
"marinar";21;-0,2013;-0,0572;-0,1597;0,2139;0,6378;0,2941;0,5756;-0,7323
"vanessa";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"daniela";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,5265;1,2276
"fernando";40;-1,0966;0,6541;-0,3042;-0,7811;-0,2165;-0,5481;1,3047;0,367
"izquierdo";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;0,3302;0,6944;-0,2163
"interactions";35;-0,9595;-0,0953;-0,2662;-0,2669;-0,1894;0,8511;-0,539;0,825
"ángel";19;-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-0,4758;0,5598;0,7417
"maria";37;-1,0143;-0,1007;-0,2814;-0,7226;0,4325;-0,4446;1,7939;-0,4121
"belén";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"cabrera";19;-0,5209;0,9497;-0,1445;0,2408;-0,1028;-0,8761;0,3514;0,7417
"ramon";13;1,3849;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;0,3731
"martin";39;-0,52;0,6638;-0,2966;0,611;-0,2111;1,9264;-0,6537;-0,707
"martinez";24;-0,6579;-0,0653;-0,1825;-0,1457;-0,1299;-0,2269;1,3399;-0,6223
"aguilar";35;-0,9595;-0,0953;-0,2662;-0,6835;-0,1894;-0,9207;1,4617;0,5983
"patricia";31;-0,8498;-0,0844;-0,2358;0,3999;-0,1678;1,9164;0,462;-1,5397
"chávez";26;-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;0,3185;1,0003;-0,2972
"convergencia";63;0,7284;-0,1715;-0,1543;-1,2303;-0,3409;-1,2045;1,7304;-0,4554
"nuria";15;1,9556;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,5265;-0,6385
"sanz";14;-0,3838;-0,0381;-0,1065;-0,2734;1,8983;-0,259;-1,093;1,3967
"lorena";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,6454;0,6391
"resiliencia";58;-0,5182;-0,1579;-0,4411;0,3259;0,2886;-0,2419;-0,6086;1,1315
"adrián";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,4955;-0,2897
"almeida";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;-0,2234;1,9614
"carolina";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,4901;-0,3487
"estrada";25;-0,6854;-0,0681;0,4503;-0,4882;-0,1353;0,8884;0,2614;-0,2593
"ortega";33;-0,4063;-0,0898;-0,251;-0,6444;-0,1786;-1,2396;0,4783;1,6371
"lara";17;-0,466;-0,0463;-0,1293;0,2721;-0,092;-1,4089;-0,2741;1,8801
"cristina";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;0,6832;0,5367
"herrero";27;-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-0,5441;1,1554;0,4342
"jesús";40;-1,0966;-0,1089;-0,3042;-0,7811;-0,2165;-1,6726;1,9508;0,7249
"luisa";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;1,5683;-0,4162
"acosta";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,3066;1,7377
"nologías";30;-0,8224;-0,0817;1,8247;-0,2093;-0,1623;-0,6782;0,5426;0,3032
"poten";29;-0,795;-0,079;1,8649;-0,5663;-0,1569;-1,0047;-0,4562;1,7685
"iden";18;-0,4935;-0,049;0,568;0,2558;-0,0974;-1,4917;0,2592;1,2234
"integrarlas";21;-0,5757;-0,0572;-0,1597;0,2139;-0,1136;-0,5731;-0,3962;1,658
"minimizar";84;-1,4917;-0,2287;0,3671;0,5084;-0,4546;0,3027;0,7432;-0,3577
"jaume";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,8301;0,4932
"ever";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;0,3066;1,2276
"evolving";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,5175;1,0923
"chapter";23;-0,2328;-0,0626;-0,1749;-0,4492;-0,1245;-1,14;0,591;0,9956
"possibilities";19;-0,5209;-0,0517;-0,1445;-0,371;0,6761;-0,8761;0,3514;1,0908
"under";43;-0,296;-0,1171;-0,3271;-0,8397;-0,2327;-1,347;0,409;1,9018
"name";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;0,2678;0,3459;-0,2851
"languages";29;-0,795;-0,079;-0,2206;1,4329;-0,1569;-0,2153;-0,6531;0,7597
"external";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;1,2239;-0,3214;-0,2392
"wide";23;0,7866;-0,0626;0,4794;1,1069;-0,1245;-0,3813;-1,5619;0,6908
"experiences";45;-1,2336;-0,1225;-0,3423;-0,8788;0,3673;-0,3302;0,5683;0,8515
"journey";12;-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,1856;-1,2688;0,7892
"down";14;-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-0,259;-0,6952;0,9363
"lane";12;0,2748;-0,0327;0,7223;0,3798;-0,0649;0,8518;-0,4581;-0,8121
"like";52;-1,4255;-0,1416;-0,3955;1,5838;0,3216;0,3798;-1,1008;1,0753
"white";27;-0,7402;-0,0735;-0,2054;-0,1767;0,5441;-0,315;0,4279;0,4342
"back";24;-0,6579;-0,0653;-0,1825;0,5452;-0,1299;-0,7278;0,3207;0,8963
"often";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,6247;-0,5136;1,7377
"cheating";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,21;-0,3473;1,2234
"learner";37;-1,0143;-0,1007;-0,2814;-0,2909;-0,2002;-0,2744;-0,3613;1,5309
"sense";26;-0,7128;-0,0708;-0,1978;-0,1661;-0,1407;-1,3441;0,7291;1,0194
"incorporate";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,9208;1,0923
"feeling";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"instead";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;0,3956;1,3967
"texts";23;-0,6305;-0,0626;-0,1749;-0,4492;1,486;0,4322;-0,8222;0,9956
"instant";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,6493;1,4456
"itself";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;0,2365;1,0809
"pages";14;0,2315;-0,0381;-0,1065;0,9064;-0,0758;-1,1602;-0,2234;0,5763
"ala";19;-0,5209;-0,0517;-0,1445;-0,371;-0,1028;1,4618;0,5598;-0,9699
"behind";12;0,2748;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-0,4581;-0,1927
"innovation";128;-1,8671;-0,3485;-0,2102;-0,297;-0,6927;-1,0629;0,6348;1,6736
"mean";25;-0,6854;-0,0681;-0,1901;1,6466;0,5724;0,5868;-1,8725;0,8068
"get";19;-0,5209;-0,0517;-0,1445;0,6934;-0,1028;-0,241;-0,2559;0,4672
"hand";26;-0,7128;-0,0708;-0,1978;-0,5077;-0,1407;-0,2843;0,3394;1,0194
"yet";21;-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;-0,5731;0,5756;0,8682
"western";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;1,0452;0,4456
"distin";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,7486;0,5434;0,9528
"jones";34;-0,4248;-0,0926;-0,2586;-0,664;-0,184;1,2327;-1,861;1,8957
"background";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;0,2313;-0,2741;0,9528
"enhanced";34;-0,9321;-0,0926;-0,2586;1,2164;-0,184;-0,3501;-0,469;0,9
"significantly";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;0,6529;0,4456
"achievement";34;-0,9321;-0,0926;0,9299;-0,2551;-0,184;-0,8705;1,0192;0,3018
"additionally";19;-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-1,5746;0,8354;1,0908
"allowing";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-0,6493;1,4456
"focus";48;-1,3159;0,5853;0,2452;1,2298;0,3466;0,3383;-1,8105;1,3912
"pose";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;0,5919;-0,5136;0,4932
"low";19;-0,171;-0,0517;-0,1445;0,6934;-0,1028;-0,241;-0,9919;1,0908
"contribute";16;-0,4386;-0,0436;0,6119;0,2899;-0,0866;-0,3406;0,2365;0,4223
"cre";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,5053;-0,5723;1,5931
"lan";31;-0,8498;-0,0844;-0,2358;-0,6054;-0,1678;-1,693;0,6491;1,9021
"guage";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;-1,6575;1,837;0,4065
"complete";41;-1,124;-0,1116;-0,3118;-0,8007;-0,2219;1,3778;-0,6182;0,8876
"ubiquitous";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;0,838;0,2581
"cannot";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;-0,3406;-0,3769;1,0809
"incorporation";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;1,0452;0,4456
"dynamics";12;-0,329;-0,0327;-0,0913;1,858;-0,0649;-0,9945;-0,4581;0,7892
"demand";11;-0,3016;-0,0299;0,7564;0,4087;-0,0595;0,2262;-1,0919;0,9267
"detailed";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;-0,3406;-0,6225;1,5434
"implement";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-0,3813;-0,3686;1,7978
"themselves";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,9945;-0,24;0,7892
"wood";10;1,7025;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-1,5268;0,6391
"said";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-1,2688;1,8236
"become";18;-0,1564;-0,049;-0,1369;0,7296;-0,0974;-0,4292;-1,2558;1,6875
"bring";12;-0,329;-0,0327;1,7516;-0,2343;-0,0649;-0,4476;-1,2688;1,8236
"since";29;-0,795;-0,079;-0,2206;-0,5663;-0,1569;-0,6325;0,2973;1,7685
"strong";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;-0,6236;-0,3009;1,9698
"linguistic";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,8119;0,2592;1,6875
"boost";10;-0,2741;-0,0272;1,9079;0,4411;-0,0541;0,2678;-0,5175;-0,2851
"technol";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-1,2431;0,5265;1,2276
"focused";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;0,9243;-1,5684;1,8295
"comprehensive";46;-1,2611;-0,1252;-0,3499;0,845;-0,2489;-0,3558;0,4997;0,4303
"playing";15;-0,4112;-0,0408;-0,1141;0,3093;0,7683;-0,2989;-0,8258;1,2276
"pivotal";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"sign";16;-0,4386;-0,0436;0,6119;-0,3125;0,7429;1,344;-1,4194;0,4223
"addressed";17;-0,466;-0,0463;-0,1293;0,2721;-0,092;-1,4089;-0,2741;1,8801
"involved";19;-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-1,5746;1,1853;0,7417
"considering";28;-0,7676;-0,0762;-0,213;-0,5468;-0,1515;-0,9476;0,5266;1,5019
"aligned";17;-0,466;-0,0463;0,5892;-0,332;-0,092;0,4678;-0,2741;0,3615
"user";40;-0,2566;-0,1089;-0,3042;-0,7811;-0,2165;1,1266;-1,881;1,8964
"efficiency";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;-0,8287;-0,5175;1,6852
"align";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;-0,2604;1,6852
"ins";52;-1,4255;-0,1416;1,8966;-1,0155;-0,2814;-0,7494;-0,2995;1,615
"feature";14;-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-1,1602;0,6621;0,3126
"taught";14;0,6782;-0,0381;-0,1065;0,9064;-0,0758;-0,259;-1,093;0,5763
"degree";25;-0,6854;-0,0681;-0,1901;-0,4882;-0,1353;-1,2756;0,8541;1,1234
"spanish";30;-0,8224;-0,0817;-0,2282;-0,2093;-0,1623;-1,0624;0,3749;1,6334
"mixed";15;-0,4112;-0,0408;-0,1141;0,8565;-0,0812;-0,6247;-0,8258;1,7377
"third";26;-0,7128;-0,0708;-0,1978;-0,1661;-0,1407;-0,5016;0,3394;1,0194
"format";24;-0,6579;-0,0653;-0,1825;-0,4687;-0,1299;-1,989;0,9981;1,2379
"proposed";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,4476;-0,4581;1,2467
"register";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,8287;-0,5175;1,6852
"step";24;-0,6579;-0,0653;-0,1825;-0,4687;-0,1299;-0,4201;0,4932;0,8963
"chosen";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"purposes";33;-0,9047;-0,0898;-0,251;-0,6444;-0,1786;-1,8351;1,4688;0,9812
"essay";18;-0,4935;-0,049;-0,1369;0,2558;-0,0974;-0,21;-0,8623;1,6875
"four";33;-0,4063;-0,0898;-0,251;1,256;-0,1786;-1,2396;0,4783;0,5084
"upon";17;-0,1422;-0,0463;-0,1293;-0,332;-0,092;-0,7486;0,5434;0,6165
"informed";17;-0,466;-0,0463;-0,1293;0,2721;-0,092;-0,7486;-0,4668;1,8801
"small";13;0,2519;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;-0,5723;1,079
"facilitate";30;-0,8224;-0,0817;-0,2282;-0,5859;0,506;-1,0624;0,3749;1,6334
"provision";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;-0,3214;1,5931
"lessons";24;-0,2491;-0,0653;-0,1825;0,5452;-0,1299;-0,4201;-0,6579;1,2379
"creation";34;-0,9321;-0,0926;-0,2586;-0,2551;-0,184;0,9116;0,2785;0,3018
"team";41;-1,124;-0,1116;-0,3118;-0,8007;-0,2219;-0,8628;0,5395;1,7778
"gaps";16;-0,4386;-0,0436;-0,1217;0,8108;-0,0866;0,8861;-1,4194;0,7081
"cultures";34;-0,9321;-0,0926;-0,2586;-0,664;-0,184;-0,8705;1,3052;0,6577
"promote";27;-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-0,8914;1,1554;0,6526
"explain";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-1,0919;1,4456
"book";45;-1,2336;-0,1225;-0,3423;-0,8788;-0,2435;0,8358;-0,5564;1,3689
"2nd";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,5175;1,0923
"option";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;0,2816;1,5931
"aforementioned";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;1,265;0,3731
"assisted";28;-0,7676;-0,0762;1,9067;-0,1874;-0,1515;-0,5877;-0,7988;1,5019
"tional";14;-0,3838;-0,0381;0,6627;-0,2734;-0,0758;-0,259;-0,2234;0,5763
"accurate";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,4476;-0,79;1,8236
"engaged";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;-1,0919;1,4456
"despite";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;-0,2955;1,2276
"importance";49;-1,3433;0,5776;-0,3727;-0,4445;-0,2652;-1,6907;1,1927;1,0469
"alternative";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,2287;0,262
"evaluate";29;-0,795;-0,079;-0,2206;-0,5663;-0,1569;-1,0047;0,635;1,38
"examples";36;-0,9869;0,6946;-0,2738;0,6783;0,4419;-1,4222;0,2942;1,0094
"cons";53;-1,453;-0,1443;0,2184;-1,035;1,5512;-1,0823;0,4801;1,2503
"style";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,526;-0,6225;1,0809
"faculty";26;0,3206;-0,0708;-0,1978;-0,1661;1,3878;-0,2843;-0,8621;0,7258
"feel";28;-0,7676;-0,0762;-0,213;-0,5468;0,5309;-0,5877;-0,2511;1,5019
"manage";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;-0,2604;1,0923
"once";27;0,6439;-0,0735;-0,2054;-0,5273;-0,1461;-0,315;0,2796;0,4342
"distributed";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-1,0774;-0,3214;1,5931
"responsibilities";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;-0,9116;-0,3537;1,4456
"supported";30;-0,8224;-0,0817;1,8247;-0,5859;-0,1623;-0,6782;-0,5308;1,6334
"ongoing";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,2678;-0,9208;1,6852
"document";38;-1,0417;0,6737;-0,289;1,6083;-0,2056;-1,0756;-0,2926;0,8566
"progress";31;-0,8498;-0,0844;-0,2358;0,812;-0,1678;-0,4507;-0,4285;1,1645
"opportunity";18;-0,1564;-0,049;-0,1369;0,2558;-0,0974;-0,4292;-0,8623;1,6875
"intention";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,9665;-1,7362;0,9267
"together";17;-0,466;-0,0463;0,5892;0,2721;-0,092;0,4678;-1,5898;1,3732
"correct";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;0,2313;1,2033;-0,4623
"instance";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;-0,3769;1,0809
"put";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;0,2678;-1,5268;1,0923
"provides";22;-0,6031;-0,0599;-0,1673;1,8393;-0,1191;-1,0731;-0,7143;1,5036
"exams";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-1,2688;1,2467
"guidelines";49;-1,3433;-0,1334;-0,3727;-0,1979;-0,2652;-1,2489;1,4507;0,6254
"included";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;0,4175;1,5434
"items";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;0,5864;-0,7813;1,3642
"action";35;-0,9595;-0,0953;-0,2662;1,1785;0,4517;-0,3806;-0,9768;1,4081
"ability";30;-0,8224;-0,0817;-0,2282;-0,2093;-0,1623;0,3723;-0,364;0,953
"complexity";11;-0,3016;-0,0299;-0,0837;1,0878;-0,0595;-0,9116;0,4901;0,2581
"source";42;-1,1514;-0,1143;-0,3194;0,5514;0,3899;1,0004;-1,149;0,8202
"requires";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;1,2467
"required";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;-0,2955;1,2276
"workspace";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;0,254;1,4456
"port";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;1,538;-1,0919;-0,3487
"moreover";19;-0,5209;-0,0517;-0,1445;-0,371;-0,1028;-1,5746;0,8354;1,0908
"sensitive";13;-0,3564;-0,0354;-0,0989;0,3539;-0,0703;-1,0774;1,265;-0,2392
"train";11;-0,3016;-0,0299;-0,0837;1,0878;-0,0595;-0,9116;-0,3537;0,9267
"contribution";14;-0,3838;-0,0381;-0,1065;0,3305;0,7957;-0,259;-0,2234;0,3126
"creator";25;-0,6854;-0,0681;-0,1901;-0,4882;1,4191;-1,2756;1,9543;-0,4339
"individuals";19;-0,5209;-0,0517;0,5481;0,6934;-0,1028;-0,8761;0,8354;-0,341
"barro";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;-0,3537;0,533
"others";18;-0,4935;-0,049;-0,1369;0,7296;-0,0974;-0,4292;-0,8623;1,6875
"stakeholders";20;-0,5483;-0,0544;-0,1521;1,2565;-0,1082;-0,5238;0,4572;-0,2163
"offers";16;-0,4386;-0,0436;-0,1217;0,8108;-0,0866;-0,3406;-0,9632;1,5434
"relation";21;-0,5757;-0,0572;0,5118;1,2035;-0,1136;-1,7404;0,8406;-0,2543
"placer";54;0,3742;-0,147;-0,4107;0,6717;-0,2922;-0,4092;-1,2855;1,7284
"improvement";21;-0,5757;-0,0572;0,5118;-0,4101;-0,1136;-0,5731;-0,3962;1,658
"tive";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;-0,4581;1,8236
