"";"classe 1";"classe 2";"classe 3"
"argumentación";-9,363;-8,309;28,231
"administrar";-1,56;-3,06;6,876
"abuso";4,901;3,03;-12,754
"viabilidad";-19,608;0,083;17,302
"tivos";-8,841;-1,729;15,894
"things";2,119;-0,924;-0,464
"telegram";6,202;-8,087;-0,047
"sueño";48,847;-10,168;-19,368
"simulador";7,089;-6,944;-0,305
"servidor";44,629;-2,701;-28,283
"secretar";-13,301;115,618;-23,983
"rueda";45,763;-7,625;-20,404
"relato";34,52;-6,056;-15,004
"reco";-7,607;0,02;6,876
"rastrear";4,901;-6,056;-0,06
"prepararse";-5,144;0,083;4,078
"portal";2,862;11,844;-19,361
"play";18,84;-4,851;-6,539
"paisaje";16,577;-7,626;-3,416
"office";-2,233;15,992;-2,838
"odiar";33,118;-0,235;-28,283
"normativos";-22,436;141,034;-22,153
"nología";-6,033;9,998;-0,005
"nin";22,964;-4,758;-9,129
"ng";1,654;-0,125;-0,988
"moodle";-0,166;-6,037;5,517
"montoya";-9,291;10,204;0,242
"mentos";15,065;-1,881;-7,619
"means";6,144;-0,924;-2,874
"machines";9,217;-1,386;-4,311
"london";2,712;2,048;-7,643
"literal";16,577;-9,936;-2,369
"latam";-0,467;45,189;-21,561
"lam";-14,759;10,04;1,686
"info";-0,05;16,601;-9,02
"imaginario";10,799;-0,235;-8,25
"ignite";-9,116;0,884;5,051
"idoneidad";-18,208;-4,524;34,944
"gía";-8,841;1,846;3,499
"fruto";0;0,13;-0,079
"freire";-8,708;-3,702;19,773
"ferrer";-2,866;0;2,817
"etcétera";4,288;-1,881;-0,933
"escoger";36,764;-7,853;-14,36
"equivalente";59,384;-6,056;-32,347
"eliza";47,636;-7,162;-22,28
"educ";0,26;1,658;-2,323
"duplicar";51,856;-4,524;-29,717
"desigual";-3,072;44,972;-12,754
"deserción";-7,607;0,02;6,876
"derecha";58,038;-9,474;-26,132
"darse";2,152;-0,057;-1,6
"creativity";0,932;-0,693;-0,089
"corazón";15,658;-4,973;-4,646
"consistencia";-0,012;-0,759;0,634
"colaborador";-8,354;14,557;-0,024
"cm";15,482;-0,412;-11,497
"cine";39,636;-1,881;-26,547
"articulación";-9,657;9,607;0,392
"ambigüedad";20,435;-10,168;-3,822
"altura";45,845;-9,705;-18,001
"alineación";-18,208;33,714;-0,135
"abogado";8,961;2,588;-17,971
"vázquez";-1,024;0,015;0,819
"utili";-0,052;-10,399;7,715
"tica";-3,456;0,57;1,548
"sorprender";31,027;-6,056;-12,754
"smith";-0,016;0,001;0,01
"sen";6,239;-1,852;-1,954
"rv";-0,655;-5,404;6,978
"routledge";-0,187;1,672;-0,354
"recognition";0,932;0,418;-2,155
"raffaghelli";-2,411;14,181;-2,08
"propicio";-26,104;26,814;0,928
"people";-0,047;0,418;-0,089
"mishra";-10,572;-2,701;20,453
"mckinsey";1,299;-0,014;-1,074
"library";2,66;1,23;-6,22
"laia";-25,404;46,847;-0,179
"johnson";3,591;1,705;-8,475
"inves";-7,815;3,714;1,548
"infancia";0,206;19,328;-15,444
"impacta";-3,072;0,954;0,928
"homogéneo";-7,815;-7,626;24,557
"generativo";42,063;-8,081;-17,438
"europe";1,795;1,672;-5,527
"erigir";-8,841;-0,029;9,485
"docs";4,446;0,212;-6,021
"disrupción";-3,108;1,212;0,766
"digcompedu";-24,101;149,804;-23,267
"diffusion";42,85;-9,243;-16,642
"detener";5,572;-0,759;-2,72
"desafiante";-12,267;-2,701;22,763
"demografía";27,578;-6,944;-9,719
"debajo";54,774;-4,322;-32,347
"cómodo";7,975;-8,081;-0,3
"conveniente";0,987;-8,081;1,602
"consiguiente";-2,096;8,332;-0,723
"conectarse";31,027;-8,081;-10,686
"combatir";-1,802;8,95;-1,077
"century";-0,14;-0,346;0,699
"celda";46,098;-6,931;-21,561
"california";16,121;0,071;-17,545
"book";2,657;0,615;-4,999
"atento";-0,701;0,045;0,437
"voluntad";0,106;12,182;-9,52
"verde";53,27;-7,171;-26,132
"utilizarlas";-16,97;-0,235;19,939
"ticas";-1,525;-0,653;3,47
"telégrafo";58,398;-8,78;-27,313
"tablero";10,799;-7,853;-1,077
"símbolo";59,935;-9,012;-28,032
"s41239";-0,349;2,561;-0,464
"ron";13,051;-5,404;-3,026
"revolucionario";1,268;-2,701;0,034
"retrovista";67,624;-10,168;-31,628
"relieve";-0,139;4,511;-1,72
"regulatorio";-22,436;141,034;-22,153
"referencial";-21,559;106,852;-12,826
"realisto";0;-5,62;3,47
"range";7,68;-1,155;-3,592
"profuturo";-17,023;95,018;-13,159
"pri";2,862;3,316;-9,719
"pena";15,236;-0,759;-10,1
"negar";44,629;-5,838;-22,153
"navarro";-3,379;0,254;2,024
"movilidad";7,969;-0,174;-6,086
"mientos";-6,639;0,083;5,407
"medium";0,886;-1,155;-0,007
"marginar";-10,563;59,689;-8,381
"line";0,26;0,02;-0,381
"iterativo";-0,031;-7,398;5,422
"invisible";2,294;-1,852;-0,179
"intenso";4,21;-0,235;-2,72
"inconveniente";-0,373;-3,92;4,718
"handbook";-0,349;2,561;-0,464
"gusto";31,722;-7,626;-11,524
"gradual";-3,84;-5,838;14,852
"familiarizar";0;-5,62;3,47
"excel";38,374;-6,264;-17,279
"evalúen";-2,726;-0,759;5,407
"espectro";-1,069;-7,853;10,513
"engañar";59,935;-9,012;-28,032
"empleabilidad";-18,976;1,313;11,622
"educati";-22,436;-2,701;35,928
"digitalmente";-3,456;43,772;-11,524
"desaf";-24,101;0,752;17,455
"democratizar";-6,639;0,454;4,078
"delos";-2,726;3,359;0,034
"cátedra";-2,044;27,737;-7,574
"coords";-3,628;0,829;1,361
"contratar";15,432;-0,121;-13,082
"consensus";1,403;-0,58;-0,326
"conducción";13,201;-3,33;-4,646
"complicar";31,722;-2,526;-18,684
"catalizador";-24,805;-1,437;34,613
"building";0,034;0,442;-0,504
"blockchain";-10,278;2,867;3,372
"bibliográfica";-8,061;-4,973;20,959
"antidisciplinario";50,216;-9,012;-21,577
"america";0,001;11,159;-7,185
"alineadas";-22,436;14,169;2,937
"ajeno";7,124;-1,581;-2,72
"aceptable";0;-0,653;0,392
"abstract";0,281;0,836;-1,559
"abogar";-9,657;12,182;0,1
"word";24,699;-5,776;-9,132
"versátil";-0,139;-9,474;7,873
"under";0,932;0,418;-2,155
"tir";6,304;-1,437;-2,369
"signo";41,668;-9,705;-15,444
"scratch";13,584;-6,037;-2,913
"salvo";45,678;-4,758;-24,699
"roso";-0,373;6,403;-1,955
"reforma";-12,743;42,581;-2,651
"recuerdo";42,85;-9,243;-16,642
"provincia";4,061;6,924;-16,642
"prosperar";-16,354;-0,174;18,809
"programadores";9,829;-3,92;-2,369
"producto interior bruto";12,118;3,691;-24,699
"proce";-1,525;-2,526;6,157
"piel";45,763;-7,625;-20,404
"peligroso";41,668;-9,705;-15,444
"organizacional";-18,586;33,235;-0,085
"nativo";-0,015;-1,852;1,44
"mágico";11,884;-3,92;-3,416
"martin";0,26;-0,186;-0,027
"localizar";7,969;-0,174;-6,086
"interconectar";2,386;-7,171;0,347
"interactúa";1,593;-9,936;1,548
"independencia";2,95;1,522;-7,173
"impreso";32,859;-2,57;-19,455
"grabar";31,722;-9,936;-9,52
"fraude";4,834;-0,174;-3,416
"formulario";11,059;-4,545;-2,584
"figure";4,608;-0,693;-2,155
"evalua";-13,301;-0,22;15,881
"edutec";-1,704;4,289;-0,12
"duradero";-13,927;-0,653;18,809
"driven";0,095;-0,346;0,026
"disruptiva";-1,265;0,703;0,203
"dialógica";-12,155;-6,944;30,692
"diagnosticar";4,77;-2,183;-0,989
"desarrollarse";-4,714;0,57;2,414
"dc";0,002;7,665;-4,999
"correlaciones";2,479;-7,626;0,392
"convivir";0,903;1,313;-3,416
"compatible";1,871;-1,03;-0,305
"challenge";1,863;-0,017;-1,559
"cft";-25,404;72,005;-2,967
"centre";-1,369;2,048;0,001
"capitalismo";2,11;13,339;-18,749
"británico";30,333;-2,353;-18,001
"attention";3,001;-1,617;-0,504
"aspirar";-11,695;15,062;0,1
"am";-0,015;-1,852;1,44
"algorítmicas";0,206;2,653;-3,026
"agosto";3,791;10,04;-19,689
"adicionalmente";-2,393;-0,653;4,718
"American";1,299;1,265;-4,079
"washington";1,895;6,556;-11,497
"ub";-1,024;0,615;0,146
"táctica";18,676;-4,545;-6,731
"subvención";-0,759;8,838;-2,219
"source";3,566;-0,412;-1,858
"rio";-0,714;-0,028;0,939
"recomendable";-5,703;-0,121;6,978
"prototipado";-13,908;-6,717;33,02
"platform";10,708;-2,31;-4,159
"plata";5,426;-1,692;-1,635
"perjudicial";-0,003;6,371;-3,782
"now";1,783;1,843;-5,748
"ml";10,025;-1,535;-4,65
"metodológicos";-17,946;-4,333;34,163
"metadatos";3,99;0,604;-6,731
"mención";2,862;0,367;-4,646
"men";3,631;-3,796;-0,12
"man";0,769;0,45;-1,959
"logía";-11,127;1,522;5,422
"lmi";-0,681;5,143;-0,955
"iteraciones";-3,085;0,196;1,932
"invaluable";-8,061;-4,973;20,959
"inercia";3,679;-2,481;-0,427
"guadalajara";-7,88;1,4;3,403
"girar";21,656;-0,783;-15,29
"genuino";-5,249;-0,459;7,873
"gación";-8,587;4,511;1,494
"funcionario";-1,774;47,963;-17,321
"fracaso";-0,243;-2,353;2,899
"fijar";18,014;0,196;-20,755
"fernando";0,001;5,579;-3,592
"fabricación";0,343;-0,077;-0,13
"exento";-11,127;1,522;5,422
"euro";36,63;-5,36;-17,339
"escasez";-0,48;4,511;-0,989
"dignidad";-6,816;86,982;-22,994
"digitalizado";-18,345;0,002;17,692
"democratización";-4,295;5,855;0,019
"crawford";1,744;3,763;-8,088
"corear";-2,059;72,005;-28,032
"cono";-14,516;-6,944;34,348
"cer";-3,085;0,002;2,899
"castillo";0,748;-1,644;0,025
"cano";-5,45;3,049;0,867
"aristóteles";61,473;-9,243;-28,751
"alemania";42,656;-6,264;-20,161
"ai4k12";-3,108;9,936;-0,56
"ahorro";-0,139;-7,171;6,196
"africa";-0,791;5,579;-0,977
"acordar";-2,076;69,721;-26,849
"acercamiento";-5,703;-3,722;15,157
"works";5,542;-2,079;-1,419
"vision";0,002;0,015;-0,02
"verano";42,85;-4,973;-22,285
"valentini";-0,123;27,904;-14,692
"traductor";41,355;-4,758;-21,577
"tercio";34,318;-6,264;-14,618
"team";0,001;2,96;-1,955
"super";15,916;-8,78;-2,584
"sti";-6,522;-4,333;17,455
"singular";8,961;-4,545;-1,635
"services";3,727;1,672;-8,622
"secreto";35,781;-6,49;-15,29
"respetuoso";-15,127;24,254;-0,002
"razonable";2,862;0,04;-3,367
"pueblo";38,374;-2,757;-23,267
"progresar";-2,728;-3,525;9,751
"predictivos";-1,774;-0,459;3,444
"piedra";11,338;-0,028;-10,269
"optimiza";-0,608;-9,012;9,913
"novedosas";-2,728;-2,183;7,873
"museo";24,219;-2,881;-12,48
"multiple";-1,953;4,517;-0,089
"len";24,284;-4,973;-9,719
"learningml";26,576;-6,7;-9,358
"jorge";0,069;5,334;-4,359
"israelí";13,584;0,92;-19,455
"integrante";0,005;29,889;-19,361
"inmerso";-1,025;-1,161;3,444
"icono";8,098;0,13;-9,641
"ganador";44,115;-8,087;-18,749
"facilitación";-26,708;-0,077;28,512
"esteban";10,214;-1,35;-5,048
"durar";19,538;-2,204;-10,269
"delgado";-0,187;-0,035;0,331
"delegar";-0,329;2,005;-0,305
"cuantitativa";-2,059;-4,758;9,913
"coord";-4,241;5,143;0,06
"conte";-0,015;-6,717;4,727
"complete";0,281;0,836;-1,559
"ces";19,317;-2,68;-9,358
"certeza";18,324;-2,016;-9,719
"beca";-0,561;31,992;-13,949
"alineada";-20,509;1,752;11,829
"acoso";2,202;1,659;-6,199
"accidente";7,972;8,551;-26,132
"abs";0,932;-0,693;-0,089
"vector";39,863;-4,545;-20,869
"user";4,238;-1,848;-0,929
"teach";6,279;-1,617;-2,179
"socavar";-17,087;18,078;0,533
"rivera";-7,378;1,638;2,817
"rgpd";-22,857;162,794;-28,751
"realizarse";-2,386;2,005;0,168
"préstamo";22,174;-1,383;-13,949
"prác";-0,608;-3,137;4,727
"proveniente";1,871;0,367;-3,367
"pos";-0,329;0,367;0,008
"pobre";34,795;-2,016;-22,285
"pla";-0,166;-2,57;2,799
"ortiz";-3,148;-1,045;6,591
"nar";-2,386;-4,973;10,86
"multi";0,05;-1,713;0,663
"movilizar";-8,898;49,167;-6,731
"longitud";50,364;-8,318;-22,551
"logotipo";23,674;-4,018;-10,46
"lms";-7,028;-4,545;18,611
"juana";17,422;-4,687;-5,866
"jesús";-1,302;-0,017;1,524
"japón";15,01;-0,06;-13,282
"interactuando";9,944;-0,904;-5,626
"impac";-11,498;13,339;0,22
"guión";29,676;-4,758;-13,475
"fundador";27,648;-2,386;-15,898
"ficticio";38,718;-9,243;-14,128
"ferrarelli";-1,405;5,69;-0,51
"fa";-3,19;-3,494;10,556
"etarios";56,503;-6,944;-28,751
"especialidad";-1,729;1,111;0,22
"entrenador";24,856;-4,545;-10,578
"energético";0,519;0,367;-1,425
"end";1,783;-0,206;-0,929
"emprendedor";1,003;1,424;-3,75
"elena";4,834;-0,097;-3,731
"educacional";-9,723;29,519;-1,466
"desfavorecido";-3,49;9,22;-0,305
"desempleo";21,656;-0,003;-20,869
"cooperativo";-0,982;-4,545;7,125
"convincente";8,917;-3,33;-2,293
"constructivista";-24,753;-2,946;39,538
"condicionar";0;-4,545;2,83
"centes";-11,57;-0,904;16,996
"cativo";-13,908;0,477;9,913
"catalán";3,082;3,706;-10,649
"carril";26,576;-6,7;-9,358
"carencia";-0,805;6,924;-1,425
"burbuja";29,065;-2,57;-16,587
"brain";5,542;-2,079;-1,419
"binario";41,355;-9,012;-15,965
"automóvil";34,795;-6,944;-14,128
"auditivas";-3,602;-7,856;16,801
"apli";-0,805;-1,03;2,864
"anderson";3,009;-1,348;-0,64
"aa";22,964;-0,904;-15,965
"á";-1,047;1,672;0
"viejo";17,111;-6,717;-4,191
"viable";0,041;-0,904;0,303
"vera";-0,005;0,159;-0,06
"veinte";44,166;-6,49;-20,869
"uses";-1,456;1,23;0,101
"users";0,281;0,836;-1,559
"trained";30,728;-4,62;-14,372
"toolkit";0,001;-1,155;0,68
"suposición";0;-0,22;0,134
"someter";-0,107;4,098;-1,635
"sectorial";-11,57;111,027;-24,699
"saludable";-2,739;1,424;0,484
"sabio";-0,668;2,146;-0,122
"regulador";-16,46;119,841;-21,577
"recto";42,592;-7,856;-18,044
"recolectar";0;0,131;-0,085
"productor";0,075;1,921;-1,874
"pontificia";-7,291;30,133;-2,787
"planear";1,409;-0,292;-0,56
"peer";2,657;-3,465;-0,02
"participativo";-24,753;-0,783;31,696
"opinar";11,185;-1,383;-5,678
"ociar";3,99;-0,783;-1,635
"montón";58,398;-8,78;-27,313
"minsait";-6,131;14,09;-0,268
"martins";-5,86;0,071;4,787
"instante";35,781;-8,78;-12,826
"insertar";1,778;-1,692;-0,085
"inesperado";26,213;-4,758;-11,197
"individualizada";-13,908;-6,717;33,02
"indirecto";-13,301;8,155;1,831
"idear";3,99;-6,49;0,001
"hoc";1,684;-6,037;0,434
"hitar";0,282;-0,292;-0,01
"guerrero";-0,087;2,461;-0,902
"gpt4";2,294;-0,904;-0,56
"gasto";2,773;1,424;-6,731
"garcia";0,001;-1,155;0,68
"fact";2,677;-1,851;-0,296
"facilitadores";-24,753;-8,78;52,923
"explotar";0,282;-0,904;0,051
"ensen";-1,43;6,1;-0,593
"distracción";4,652;-4,333;-0,24
"disciplinario";-3,948;-0,783;7,125
"criticar";1,133;-0,955;-0,079
"consumar|consumir";-0,204;-3,137;3,421
"comu";-3,948;0,604;1,831
"canadá";1,225;13,339;-15,898
"básicamente";33,354;-6,717;-13,475
"asequible";0,114;0,131;-0,385
"apostar";-0,107;4,098;-1,635
"alemán";42,656;-2,757;-26,594
"activi";-8,898;-6,49;24,721
"acertar";3,314;-0,669;-1,337
"aceleración";3,394;-0,904;-1,151
"abc";3,727;-0,856;-1,393
"williamson";-1,716;3,875;-0,068
"vp";35,339;-5,313;-16,528
"turista";50,71;-7,625;-23,718
"then";4,608;-0,693;-2,155
"tabletas";24,856;-4,545;-10,578
"speech";16,898;-2,541;-7,904
"sociología";-7,816;3,287;1,782
"socioeconómicos";-13,301;24,342;-0,085
"seguramente";21,656;-2,946;-10,578
"sabzalieva";-0,087;23,484;-12,558
"romeo";46,098;-6,931;-21,561
"revolucionando";-13,301;-0,22;15,881
"resul";-0,982;4,098;-0,385
"repositorios";0,915;3,287;-5,678
"regresión";39,639;-5,811;-18,749
"rar";-7,028;-0,783;11,07
"pozo";-2,494;-0,75;5,063
"posi";-0,004;-0,104;0,103
"portátil";41,146;-6,037;-19,455
"popularidad";3,99;-2,946;-0,385
"point";4,842;-1,386;-1,559
"pobreza";6,217;4,539;-17,279
"participativa";-17,946;2,922;8,091
"notificación";0,005;24,517;-15,898
"multidisciplinario";-17,946;17,949;0,712
"muestreo";22,055;-4,911;-8,405
"molina";-1,581;-0,504;3,268
"moderación";6,197;0,13;-7,574
"ministro";-2,044;56,198;-20,404
"metacognitiva";-2,792;-3,288;9,553
"mediano";-3,948;28,616;-5,132
"maria";-0,14;3,895;-1,419
"lic";-0,234;7,665;-2,932
"interpersonales";-15,209;-0,669;20,352
"intensidad";21,41;-2,026;-11,958
"inscripción";-0,759;0,752;0,031
"input";6,002;-1,24;-2,39
"injusticia";-3,141;74,74;-25,875
"infancias";-8,354;86,323;-20,161
"impresionante";13,377;-6,49;-2,584
"implantar";-0,107;2,588;-0,902
"honestidad";-20,91;21,695;0,712
"hdl";-0,234;2,09;-0,443
"habitación";49,173;-7,393;-22,999
"gardner";4,479;-0,846;-1,874
"ferrocarril";47,636;-7,162;-22,28
"exterior";12,269;0,199;-14,618
"exploratorio";-16,669;-3,911;31,478
"explorado";-2,739;-6,49;13,367
"evalúan";-0,434;-2,946;4,045
"electricidad";41,146;-4,121;-22,551
"efl";-3,907;-0,017;4,253
"economics";6,357;0,306;-8,622
"document";0,919;0,442;-2,179
"discussion";4,842;-1,386;-1,559
"determinante";-3,948;-0,783;7,125
"desastre";16,214;-0,104;-13,949
"desafiantes";-10,99;-4,545;24,721
"default";0,002;7,665;-4,999
"decreto";-14,585;125,603;-25,875
"dartmouth";19,373;-0,618;-13,98
"correspondencia";0,043;-0,028;-0,006
"continente";-2,759;57;-18,749
"comercialización";-7,816;37,005;-4,181
"cabero";-9,071;0,91;4,969
"aventura";35,781;-8,78;-12,826
"aproximar";1,003;0,131;-1,635
"aprobación";-0,939;20,416;-6,844
"aparentemente";21,656;-1,692;-12,826
"alinea";-18,586;0,131;15,881
"admisión";-6,522;-0,157;8,091
"íos";-20,191;0,297;16,168
"write";5,542;-2,079;-1,419
"vinculación";-5,749;1,4;2,071
"uba";0,561;4,131;-5,527
"tutorial";0,501;-7,625;2,202
"transparency";0,281;3,842;-4,311
"tomás";16,121;-0,044;-14,532
"teachable";34,991;-6,7;-14,532
"taxonomía";2,599;-3,702;-0,006
"tado";-0,286;-4,333;4,742
"smartphone";35,339;-5,313;-16,528
"singapur";-0,05;5,12;-2,463
"rramientas";-6,025;-4,121;16,312
"ria";3,157;0,651;-5,755
"reservar";6,202;-0,06;-5,168
"repetición";8,008;-6,264;-0,677
"reflexivas";-20,91;-1,535;30,376
"reaccionar";19,078;-4,121;-7,403
"racial";1,133;15,434;-17,339
"queso";35,339;-5,313;-16,528
"protagonismo";-9,84;0,011;9,15
"primordial";-2,385;1,659;0,261
"posicionamiento";-4,467;5,018;0,103
"portafolio";-8,708;-3,702;19,773
"particularidad";-4,917;-0,669;8,091
"ortografía";26,886;-6,264;-9,964
"opcional";0,019;-1,535;0,712
"opacidad";-5,058;11,213;-0,178
"multitud";0,225;-1,535;0,261
"max";-0,491;2,048;-0,192
"marc";-10,311;9,221;0,605
"manuscrito";-0,02;1,326;-0,593
"lorenzo";0,022;-1,851;0,867
"intuitiva";3,314;-8,549;0,261
"int";-2,866;33,209;-8,316
"inferir";-0,039;-0,669;0,712
"igualar";0,501;-0,007;-0,402
"identi";10,025;-6,264;-1,337
"gil";-9,116;2,64;2,909
"frecuentemente";1,317;-0,157;-0,677
"fallo";5,388;-0,561;-2,913
"expe";-11,498;-8,087;31,478
"exhibir";20,36;-4,333;-7,971
"evolutivo";0,043;-0,028;-0,006
"evaluadas";-14,585;-0,104;16,312
"enumerar";3,314;0,752;-6,199
"entenderse";-3,538;1,659;0,712
"enriquecedora";-15,209;-6,264;34,163
"elicit";16,957;-7,393;-3,717
"egresar";-16,669;20,416;0,22
"effect";6,144;-0,924;-2,874
"destinatario";0,828;-2,204;0,075
"delante";11,185;-1,383;-5,678
"datificación";-16,669;50,648;-2,521
"córdoba";-0,449;6,556;-1,858
"cívico";-11,498;44,672;-3,727
"cr";-3,688;1,01;1,226
"contextualizar";-6,522;-4,333;17,455
"consolidación";-6,522;25,796;-2,219
"conjuntamente";-8,354;4,539;1,386
"confundir";21,41;-5,36;-7,574
"complejidades";-0,759;0,199;0,261
"carmen";-1,047;4,131;-0,354
"caracterización";-2,393;0,074;1,734
"café";52,248;-7,856;-24,437
"bostrom";0,05;11,544;-8,475
"black";2,03;0,511;-3,91
"bi";10,407;-3,083;-3,263
"basic";0,98;0,071;-1,419
"awareness";-0,093;-0,017;0,166
"avión";49,173;-7,393;-22,999
"automated";-0,047;-0,693;0,762
"anuies";-10,419;41;-3,497
"alfonso";-2,094;8,264;-0,708
"zación";-13,964;0,385;10,311
"víctima";16,214;0,011;-16,587
"usp";8,981;-1,24;-4,359
"uniforme";0,172;-0,06;-0,047
"transformadoras";-12,726;1,569;6,467
"tep";-14,979;-3,136;27,419
"temático";-4,467;3,287;0,434
"suministro";3,854;0,074;-4,67
"sobresalir";0,005;-3,911;2,242
"sistémico";-18,965;59,945;-3,288
"simultáneo";5,388;-2,57;-1,063
"ro";3,082;0,007;-3,263
"rechazo";9,02;-4,121;-1,874
"proliferación";-0,166;0,92;-0,126
"plástico";14,442;0,412;-18,259
"peruano";0,25;10,04;-9,02
"personaliza";-17,307;-8,318;41,021
"pareja";45,763;-7,625;-20,404
"parcialmente";-0,077;1,111;-0,313
"nueve";12,449;0,035;-13,282
"mollick";-3,148;-0,097;4,02
"molesto";19,971;-3,003;-9,341
"mito";7,133;-0,207;-5,227
"mayoritario";5,388;-0,561;-2,913
"mapeo";-2,044;15,434;-2,866
"mandato";-0,244;41,271;-21,119
"luación";-20,843;-3,288;35,505
"lopezosa";-0,002;0,141;-0,063
"koehler";-10,419;-1,644;17,749
"king";0,004;2,487;-1,719
"joan";10,214;-0,379;-7,178
"issn";-0,047;4,517;-2,155
"instruir";25,503;-4,121;-11,538
"instar";-4,467;-0,561;7,219
"inscribir";9,02;-2,57;-2,913
"inmersión";1,225;-5,811;0,659
"influyente";0,313;4,123;-4,67
"guían";-9,84;1,921;4,044
"guardian";1,783;0,204;-2,824
"fascinante";9,02;-2,57;-2,913
"experiencial";-13,344;-7,856;34,08
"examples";4,842;-1,386;-1,559
"espiral";6,197;-3,494;-0,974
"emisión";6,202;0,385;-8,755
"edificio";26,237;-3,702;-12,618
"dictar";1,684;-6,037;0,434
"desviación";7,087;-4,121;-1,063
"designed";-3,907;3,842;0,166
"desconocimiento";-0,714;-3,702;5,57
"descargar";39,639;-3,911;-21,835
"descarga";6,204;0,007;-6,426
"cultivo";11,338;-3,702;-3,288
"cuesta";13,825;-2,204;-6,295
"contextuales";-3,141;3,287;0,103
"concretar";-1,118;4,181;-0,326
"comunicativas";-2,759;-2,386;8,227
"cativos";-9,271;-0,06;10,311
"cabeza";36,63;-7,625;-14,524
"c2";-10,886;82,102;-15,232
"banda";27,648;-1,235;-18,749
"balance";-8,56;15,333;-0,04
"azar";55,323;-8,318;-25,875
"assessing";-0,047;0,418;-0,089
"aplicabilidad";-7,816;-0,561;11,309
"api";31,96;-4,018;-16,118
"andreoli";-16,933;-0,89;23,271
"afectivo";-1,188;-4,121;7,219
"victoria";17,233;-0,125;-14,692
"universi";-0,202;0,007;0,144
"umbral";33,922;-3,702;-18,044
"uma";2,66;3,311;-9,341
"tículo";25,92;-1,529;-16,528
"tecnopedagógico";-20,191;-3,083;34,129
"teatro";36,63;-7,625;-14,524
"suministrar";8,045;-5,811;-0,814
"suelo";47,297;-7,856;-21,119
"sombra";20,068;-5,136;-6,995
"silencio";50,71;-7,625;-23,718
"serrano";1,131;-0,097;-0,651
"ras";-1,43;-0,028;1,734
"psychological";-0,349;0,102;0,11
"profundización";-13,964;1,111;8,227
"prestación";-3,602;14,349;-1,249
